"${ Servidor } : /produtos/tenis-adidas-runfalcon-20-masculino/26/3ZP-0573-026/3ZP-0573-026_detalhe1.jpg-1,420",1,27,27,27,27,27,27,27,0.000%,37.03704,159.87,18.70
"${ Servidor } : /produtos/tenis-nike-downshifter-12-masculino/72/2IC-7643-172/2IC-7643-172_detalhe1.jpg-1,421",1,30,30,30,30,30,30,30,0.000%,33.33333,164.52,16.83
"${ Servidor } : /tags/v2?type=json&tc=1-1,411",2,12919,149,25689,25689,25689,149,25689,0.000%,.01341,0.00,0.01
"${ Servidor } : /produtos/tenis-mizuno-wave-titan-2/06/2FU-6367-006/2FU-6367-006_detalhe1.jpg-1,422",1,21,21,21,21,21,21,21,0.000%,47.61905,320.96,23.58
"${ Servidor } : /i/adsct-1,392",2,232,147,317,317,317,147,317,0.000%,.01340,0.01,0.01
"${ Servidor } : /produtos/tenis-adidas-coreracer-feminino/93/NQQ-4636-793/NQQ-4636-793_detalhe1.jpg-1,426",1,22,22,22,22,22,22,22,0.000%,45.45455,307.44,22.77
"${ Servidor } : /produtos/tenis-nike-downshifter-12-masculino/04/2IC-7643-304/2IC-7643-304_detalhe1.jpg-1,418",1,14,14,14,14,14,14,14,0.000%,71.42857,370.68,36.06
"${ Servidor } : /produtos/tenis-mizuno-cometa/26/2FU-5849-026/2FU-5849-026_detalhe1.jpg-1,427",1,15,15,15,15,15,15,15,0.000%,66.66667,367.19,32.62
"${ Servidor } : /produtos/tenis-academia-feminino-caminhada-relogio-digital-led-esportivo/54/6TR-0043-D54/6TR-0043-D54_detalhe1.jpg-1,433",1,16,16,16,16,16,16,16,0.000%,62.50000,464.48,33.26
"${ Servidor } : /tags/v2?type=json&tc=1-1,424",2,142,141,144,144,144,141,144,0.000%,.01338,0.01,0.01
"${ Servidor } : /produtos/tenis-adidas-breaknet-masculino/28/NQQ-4378-028/NQQ-4378-028_detalhe1.jpg-1,434",1,19,19,19,19,19,19,19,0.000%,52.63158,242.08,26.37
"${ Servidor } : /produtos/tenis-adidas-runfalcon-20-feminino/06/NQQ-6922-006/NQQ-6922-006_detalhe1.jpg-1,431",1,29,29,29,29,29,29,29,0.000%,34.48276,329.00,17.38
"${ Servidor } : /pcs/view-1,428",1,91,91,91,91,91,91,91,0.000%,10.98901,9.54,11.84
"${ Servidor } : /pcs/view-1,435",1,81,81,81,81,81,81,81,0.000%,12.34568,10.72,12.98
"${ Servidor } : /pcs/view-1,432",1,83,83,83,83,83,83,83,0.000%,12.04819,10.46,13.05
"${ Servidor } : /produtos/tenis-adidas-coreracer-masculino/05/NQQ-4635-205/NQQ-4635-205_detalhe1.jpg-1,438",1,22,22,22,22,22,22,22,0.000%,45.45455,312.50,22.82
"${ Servidor } : /simgad/2231071099062652167-1,430",1,162,162,162,162,162,162,162,0.000%,6.17284,1509.90,2.62
"${ Servidor } : /produtos/tenis-nike-downshifter-12-masculino/70/2IC-7643-270/2IC-7643-270_detalhe1.jpg-1,439",1,26,26,26,26,26,26,26,0.000%,38.46154,218.60,19.42
"${ Servidor } : /sid/json-1,437",2,302,157,448,448,448,157,448,0.000%,.01343,0.01,0.01
"${ Servidor } : /static/postmediator-1,436",2,178,162,194,194,194,162,194,0.000%,.01338,0.02,0.01
"${ Servidor } : /produtos/tenis-adidas-breaknet-feminino/28/NQQ-4379-028/NQQ-4379-028_detalhe1.jpg-1,440",1,25,25,25,25,25,25,25,0.000%,40.00000,183.98,20.00
"${ Servidor } : /produtos/tenis-nike-downshifter-12-masculino/18/2IC-7643-118/2IC-7643-118_detalhe1.jpg-1,441",1,18,18,18,18,18,18,18,0.000%,55.55556,263.45,28.05
"${ Servidor } : /produtos/tenis-nike-revolution-6-next-nature-masculino/36/2IC-4365-036/2IC-4365-036_detalhe1.jpg-1,442",1,16,16,16,16,16,16,16,0.000%,62.50000,500.49,32.17
"${ Servidor } : /refactoring/tpl/frdmprcs/EUZ-7187-036/lazy-1,445",1,29,29,29,29,29,29,29,0.000%,34.48276,73.61,19.03
"${ Servidor } : /produtos/tenis-nike-revolution-6-next-nature-feminino/04/2IC-4364-304/2IC-4364-304_detalhe1.jpg-1,446",1,15,15,15,15,15,15,15,0.000%,66.66667,506.51,34.24
"${ Servidor } : /produtos/tenis-oakley-modoc-low-ii-masculino/75/PFN-4117-375/PFN-4117-375_detalhe1.jpg-1,448",1,16,16,16,16,16,16,16,0.000%,62.50000,398.68,31.56
"${ Servidor } : /produtos/tenis-adidas-coreracer-masculino/12/NQQ-4635-012/NQQ-4635-012_detalhe1.jpg-1,450",1,15,15,15,15,15,15,15,0.000%,66.66667,439.58,33.46
"${ Servidor } : /produtos/short-adidas-logo-masculino/26/2FW-5438-026/2FW-5438-026_detalhe1.jpg-1,451",1,14,14,14,14,14,14,14,0.000%,71.42857,309.01,35.51
"${ Servidor } : /produtos/whey-protein-nutri-refil-907-g-integralmedica/62/252-0948-962/252-0948-962_detalhe1.jpg-1,453",1,15,15,15,15,15,15,15,0.000%,66.66667,758.01,34.31
"${ Servidor } : /produtos/tenis-oakley-stratus-masculino/02/PFN-1494-002/PFN-1494-002_detalhe1.jpg-1,454",1,15,15,15,15,15,15,15,0.000%,66.66667,329.82,33.33
"${ Servidor } : /produtos/tenis-adidas-runfalcon-20-masculino/40/3ZP-0573-340/3ZP-0573-340_detalhe1.jpg-1,456",1,16,16,16,16,16,16,16,0.000%,62.50000,463.50,31.56
"${ Servidor } : /produtos/tenis-oakley-mod-river-masculino/68/PFN-5484-168/PFN-5484-168_detalhe1.jpg-1,457",1,14,14,14,14,14,14,14,0.000%,71.42857,460.10,35.85
"${ Servidor } : /produtos/tenis-asics-blocker-2-masculino/26/2FV-8398-026/2FV-8398-026_detalhe1.jpg-1,458",1,15,15,15,15,15,15,15,0.000%,66.66667,374.74,33.40
"${ Servidor } : /v5/viewRecommendations-1,449",2,156,154,158,158,158,154,158,0.000%,.01342,0.01,0.04
"${ Servidor } : /v5/viewRecommendations-1,447",2,179,163,196,196,196,163,196,0.000%,.01337,0.01,0.03
"${ Servidor } : /94f77506-25ad-493e-8719-4d2bb5aa5625.json-1,444",1,404,404,404,404,404,404,404,0.000%,2.47525,6.28,1.20
"${ Servidor } : /cookie.html-1,455",1,389,389,389,389,389,389,389,0.000%,2.57069,5.57,1.26
"${ Servidor } : /sodar/sodar2/225/runner.html-1,462",1,16,16,16,16,16,16,16,0.000%,62.50000,357.67,32.29
"${ Servidor } : /produtos/tenis-olympikus-155-g-ultraleve/75/2I2-2588-375/2I2-2588-375_detalhe1.jpg-1,459",1,15,15,15,15,15,15,15,0.000%,66.66667,351.17,33.40
"${ Servidor } : /refactoring/tpl/frdmprcs/EUZ-6875-845/lazy-1,461",1,15,15,15,15,15,15,15,0.000%,66.66667,147.27,36.78
"${ Servidor } : /recaptcha/api2/aframe-1,463",1,73,73,73,73,73,73,73,0.000%,13.69863,19.18,6.84
"${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=24047&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations-1,464",2,226,217,236,236,236,217,236,0.000%,.01345,0.01,0.01
"${ Servidor } : /refactoring/tpl/frdmprcs/EUZ-6717-324/lazy-1,467",1,21,21,21,21,21,21,21,0.000%,47.61905,101.70,26.27
"${ Servidor } : /event-1,460",2,450,448,453,453,453,448,453,0.000%,.01339,0.06,0.01
"${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=24497&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations-1,465",2,207,183,232,232,232,183,232,0.000%,.01337,0.01,0.01
"${ Servidor } : /pcs/view-1,466",1,75,75,75,75,75,75,75,0.000%,13.33333,11.58,13.95
"${ Servidor } : /pcs/view-1,468",1,73,73,73,73,73,73,73,0.000%,13.69863,11.89,14.15
"${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=24637&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations-1,469",2,205,183,227,227,227,183,227,0.000%,.01340,0.01,0.01
"${ Servidor } : /refactoring/tpl/frdmprcs/EUZ-7356-010/lazy-1,476",1,24,24,24,24,24,24,24,0.000%,41.66667,88.95,22.99
"${ Servidor } : /pagead/sodar-1,477",2,94,73,115,115,115,73,115,0.000%,.01338,0.01,0.01
"${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=25014&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations-1,473",2,212,208,217,217,217,208,217,0.000%,.01336,0.01,0.01
"${ Servidor } : /api/v1/pushonsite/56242588-432b-4dcd-82d0-f9e77b5df5d9/94f77506-25ad-493e-8719-4d2bb5aa5625/view-1,472",2,478,421,535,535,535,421,535,0.000%,.01331,0.01,0.01
"${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=25200&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations-1,478",2,203,191,215,215,215,191,215,0.000%,.01329,0.01,0.01
"${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=24639&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations-1,470",2,194,181,207,207,207,181,207,0.000%,.01331,0.01,0.01
"${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=25310&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations&pve=1-1,481",2,204,197,211,211,211,197,211,0.000%,.01325,0.01,0.09
"${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=25203&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations&pve=1-1,479",2,206,193,219,219,219,193,219,0.000%,.01326,0.01,0.09
"${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=25308&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations&pve=1-1,480",2,212,195,230,230,230,195,230,0.000%,.01320,0.01,0.10
"${ Servidor } : /generate_204-1,482",2,43,18,68,68,68,18,68,0.000%,.01323,0.00,0.01
"${ Servidor } : /g/collect?v=2&tid=G-BWE3Z3GKD7&gtm=2oe120&_p=1168956177&cid=527073485.1672956114&ul=pt-br&sr=1680x1050&_s=2&uid=&sid=1672956121&sct=1&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2F&dt=Loja%20de%20Artigos%20Esportivos%20Online%20%7C%20Netshoes&en=page_view&_et=641&up.userId=-1,485",2,80,80,81,81,81,80,81,0.000%,.01316,0.01,0.01
"${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=25353&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations-1,483",2,211,185,237,237,237,185,237,0.000%,.01315,0.01,0.01
"${ Servidor } : /adsid/integrator.js-1,487",2,147,88,206,206,206,88,206,0.000%,.01317,0.01,0.01
"${ Servidor } : /adsid/integrator.js-1,488",2,121,86,156,156,156,86,156,0.000%,.01311,0.02,0.01
"${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=77324&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/-1,489",2,197,182,212,212,212,182,212,0.000%,.01310,0.01,0.01
"${ Servidor } : /refactoring/tpl/frdmprcs/EUZ-7353-240/lazy-1,486",1,25,25,25,25,25,25,25,0.000%,40.00000,88.71,22.07
"${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=77357&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/-1,490",2,208,191,226,226,226,191,226,0.000%,.01306,0.01,0.01
"${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=25359&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations-1,484",2,207,205,209,209,209,205,209,0.000%,.01306,0.01,0.01
"${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=77462&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/-1,492",2,186,184,188,188,188,184,188,0.000%,.01302,0.01,0.03
"${ Servidor } : /c/-1,498",2,123,79,167,167,167,79,167,0.000%,.01303,0.01,0.01
"${ Servidor } : /refactoring/tpl/frdmprcs/EUZ-7351-216/lazy-1,499",1,21,21,21,21,21,21,21,0.000%,47.61905,105.61,26.27
"${ Servidor } : /c.gif-1,497",2,228,213,243,243,243,213,243,0.000%,.01304,0.01,0.01
"${ Servidor } : /sync-1,495",1,276,276,276,276,276,276,276,0.000%,3.62319,1.38,1.51
"${ Servidor } : /gampad/ads-1,493",2,492,468,517,517,517,468,517,0.000%,.01305,0.33,0.02
"${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=77363&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/&pve=1-1,491",2,202,191,213,213,213,191,213,0.000%,.01302,0.01,0.13
"${ Servidor } : /pixel-1,501",2,646,572,721,721,721,572,721,0.000%,.01302,0.02,0.02
"${ Servidor } : /sa/me-1,352",1,164,164,164,164,164,164,164,0.000%,6.09756,3.90,3.61
"${ Servidor } : /sync-1,500",1,825,825,825,825,825,825,825,0.000%,1.21212,1.56,1.14
"${ Servidor } : /aux/idsync-1,494",1,1301,1301,1301,1301,1301,1301,1301,0.000%,.76864,0.65,0.32
"${ Servidor } : /usersync/push-1,496",1,627,627,627,627,627,627,627,0.000%,1.59490,2.16,0.71
"${ Servidor } : /cksync.php-1,505",1,183,183,183,183,183,183,183,0.000%,5.46448,6.18,2.33
"${ Servidor } : /getuid-1,502",1,837,837,837,837,837,837,837,0.000%,1.19474,3.03,1.65
"${ Servidor } : /um-1,511",1,243,243,243,243,243,243,243,0.000%,4.11523,1.12,1.68
"${ Servidor } : /rum-1,503",1,520,520,520,520,520,520,520,0.000%,1.92308,4.56,1.76
"${ Servidor } : /match-1,504",1,777,777,777,777,777,777,777,0.000%,1.28700,1.52,1.21
"${ Servidor } : /redir/-1,510",1,434,434,434,434,434,434,434,0.000%,2.30415,1.39,1.00
"${ Servidor } : /refactoring/tpl/frdmprcs/EUZ-7351-172/lazy-1,515",1,27,27,27,27,27,27,27,0.000%,37.03704,82.14,20.44
"${ Servidor } : /tap.php-1,507",1,559,559,559,559,559,559,559,0.000%,1.78891,1.37,0.78
"${ Servidor } : /sync/v1-1,508",1,634,634,634,634,634,634,634,0.000%,1.57729,0.61,0.72
"${ Servidor } : /put-1,524",1,8,8,8,8,8,8,8,100.000%,125.00000,303.47,0.00
"${ Servidor } : /cookie-sync-1,506",1,771,771,771,771,771,771,771,0.000%,1.29702,0.36,0.54
"${ Servidor } : /sg/criteortb-network/1/rtb-h/-1,509",1,555,555,555,555,555,555,555,0.000%,1.80180,0.67,0.78
"${ Servidor } : /ups/58301/sync-1,513",1,583,583,583,583,583,583,583,0.000%,1.71527,2.03,1.66
"${ Servidor } : /sync-1,522",1,585,585,585,585,585,585,585,0.000%,1.70940,1.08,0.73
"${ Servidor } : /cm/pixel_sync-1,517",1,608,608,608,608,608,608,608,0.000%,1.64474,0.55,0.71
"${ Servidor } : /s/28292-1,519",1,1737,1737,1737,1737,1737,1737,1737,0.000%,.57571,1.83,1.32
"${ Servidor } : /pagead/sodar-1,525",1,89,89,89,89,89,89,89,0.000%,11.23596,6.01,16.86
"${ Servidor } : /AdServer/Pug-1,518",1,608,608,608,608,608,608,608,0.000%,1.64474,1.27,0.78
"${ Servidor } : /user-registering-1,520",1,768,768,768,768,768,768,768,0.000%,1.30208,0.60,0.57
"${ Servidor } : /sync-1,521",1,864,864,864,864,864,864,864,0.000%,1.15741,1.92,1.59
"${ Servidor } : /visitor/sync-1,523",1,16314,16314,16314,16314,16314,16314,16314,0.000%,.06130,0.03,0.03
"${ Servidor } : /sync-1,526",1,649,649,649,649,649,649,649,0.000%,1.54083,0.89,0.64
"${ Servidor } : /xuid-1,512",1,652,652,652,652,652,652,652,0.000%,1.53374,1.55,1.39
"${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=118018&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations-1,527",1,274,274,274,274,274,274,274,0.000%,3.64964,1.45,3.30
"${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=123107&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations-1,528",1,215,215,215,215,215,215,215,0.000%,4.65116,1.85,4.21
"${ Servidor } : /g/collect?v=2&tid=G-BWE3Z3GKD7&gtm=2oe120&_p=1168956177&_gaz=1&cid=527073485.1672956114&ul=pt-br&sr=1680x1050&_s=3&uid=&sid=1672956121&sct=1&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2F&dt=Loja%20de%20Artigos%20Esportivos%20Online%20%7C%20Netshoes&en=select_content&ep.content_type=topo%3Alogin&_et=14545-1,529",1,116,116,116,116,116,116,116,0.000%,8.62069,4.63,6.80
"${ Servidor } : /g/collect?v=2&tid=G-BWE3Z3GKD7&gtm=2oe120&_p=1168956177&cid=527073485.1672956114&ul=pt-br&sr=1680x1050&_s=4&uid=&sid=1672956121&sct=1&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2F&dt=Loja%20de%20Artigos%20Esportivos%20Online%20%7C%20Netshoes&en=select_content&ep.content_type=topo%3Alogin&_et=16027-1,531",1,94,94,94,94,94,94,94,0.000%,10.63830,5.71,8.32
"${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=220481&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/-1,530",1,210,210,210,210,210,210,210,0.000%,4.76190,1.89,3.08
"${ Servidor } : /v2/auth/login-1,532",1,219,219,219,219,219,219,219,0.000%,4.56621,117.34,2.83
"${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=182565&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations-1,540",1,193,193,193,193,193,193,193,0.000%,5.18135,2.06,3.47
"${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=233058&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/-1,541",1,612,612,612,612,612,612,612,0.000%,1.63399,0.65,1.04
"${ Servidor } : /pcs/activeview-1,550",1,88,88,88,88,88,88,88,0.000%,11.36364,7.77,8.79
"${ Servidor } : /pcs/activeview-1,551",1,66,66,66,66,66,66,66,0.000%,15.15152,10.36,11.79
"${ Servidor } : /pcs/activeview-1,552",1,73,73,73,73,73,73,73,0.000%,13.69863,9.36,10.62
"${ Servidor } : /actionp/0?ti=4033370&Ver=2&mid=8db4462a-ddff-4343-a834-f287d0a9747e&sid=915103f08d4411edba9011158dad4574&vid=915146408d4411ed866583f2a2ab9663&vids=0&msclkid=N&evt=pageHide-1,555",1,251,251,251,251,251,251,251,0.000%,3.98406,2.14,2.80
"${ Servidor } : /actionp/0?ti=4033370&Ver=2&mid=0813acd4-a392-488b-a2c9-b1660e6138af&sid=915103f08d4411edba9011158dad4574&vid=915146408d4411ed866583f2a2ab9663&vids=1&msclkid=N&evt=pageHide-1,556",1,139,139,139,139,139,139,139,0.000%,7.19424,3.87,5.05
"${ Servidor } : /actionp/0?ti=4033370&Ver=2&mid=24d7f595-2490-4ca8-bed8-615ebd195ac9&sid=915103f08d4411edba9011158dad4574&vid=915146408d4411ed866583f2a2ab9663&vids=0&msclkid=N&evt=pageHide-1,553",1,136,136,136,136,136,136,136,0.000%,7.35294,3.96,5.16
"${ Servidor } : /actionp/0?ti=4033370&Ver=2&mid=264323ab-67a3-4ba9-a5aa-de2031ce5b71&sid=915103f08d4411edba9011158dad4574&vid=915146408d4411ed866583f2a2ab9663&vids=0&msclkid=N&evt=pageHide-1,557",1,140,140,140,140,140,140,140,0.000%,7.14286,3.84,5.02
"${ Servidor } : /g/collect?v=2&tid=G-BWE3Z3GKD7&gtm=2oe120&_p=1168956177&cid=527073485.1672956114&ul=pt-br&sr=1680x1050&_s=5&uid=&sid=1672956121&sct=1&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2F&dt=Loja%20de%20Artigos%20Esportivos%20Online%20%7C%20Netshoes&en=select_content&ep.content_type=topo%3Alogin&_et=18938-1,554",1,77,77,77,77,77,77,77,0.000%,12.98701,6.98,10.16
"${ Servidor } : /recaptcha/api.js-1,547",1,118,118,118,118,118,118,118,0.000%,8.47458,10.06,3.46
"${ Servidor } : /vue-components/6.19.1/netshoesbr/images/122fd72ee8ff1ab31ad9df8c232f23f4.svg-1,560",1,57,57,57,57,57,57,57,0.000%,17.54386,74.00,9.15
"${ Servidor } : /vue-components/6.19.1/netshoesbr/images/5c74819e445e7803484c3244fbc4ea75.svg-1,561",1,14,14,14,14,14,14,14,0.000%,71.42857,119.84,37.81
"${ Servidor } : /vue-components/6.19.1/netshoesbr/images/1c2b271f549a43ff6e5c4a61dad02015.svg-1,564",1,14,14,14,14,14,14,14,0.000%,71.42857,94.31,37.25
"${ Servidor } : /webstore-auth-view/ffd4ef8f6/netshoesbr/fonts/source-sans-pro-v14-latin-regular.woff2-1,565",1,14,14,14,14,14,14,14,0.000%,71.42857,1177.80,38.92
"${ Servidor } : /webstore-auth-view/ffd4ef8f6/netshoesbr/fonts/source-sans-pro-v14-latin-700.woff2-1,566",1,14,14,14,14,14,14,14,0.000%,71.42857,1153.53,38.64
"${ Servidor } : /vue-components/6.19.1/netshoesbr/images/b397067c70ca303711159d234236d485.svg-1,569",1,28,28,28,28,28,28,28,0.000%,35.71429,50.54,18.62
"${ Servidor } : /vue-components/6.19.1/netshoesbr/images/540aac4f7cbb7f792fef1fe3e195a267.svg-1,568",1,22,22,22,22,22,22,22,0.000%,45.45455,180.00,23.70
"${ Servidor } : /vue-components/6.19.1/netshoesbr/images/87a214ec80166eeef5826221509224b9.svg-1,570",1,15,15,15,15,15,15,15,0.000%,66.66667,233.07,34.77
"${ Servidor } : /vue-components/6.19.1/netshoesbr/images/dffdf1939a07df061c114970d32f30f0.svg-1,563",1,14,14,14,14,14,14,14,0.000%,71.42857,351.49,37.25
"${ Servidor } : /vue-components/6.19.1/netshoesbr/images/122fbe6545745b9b41108ac9b82ec4e3.svg-1,572",1,15,15,15,15,15,15,15,0.000%,66.66667,142.12,34.77
"${ Servidor } : /vue-components/6.19.1/netshoesbr/images/3811c425ec9f4f26dc7a330d16cbc611.svg-1,573",1,15,15,15,15,15,15,15,0.000%,66.66667,117.12,34.77
"${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=182575&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations-1,538",1,193,193,193,193,193,193,193,0.000%,5.18135,2.06,3.47
"${ Servidor } : /vue-components/6.19.1/netshoesbr/images/59ed2388b2f311c7dc91a8c4e5893087.svg-1,574",1,20,20,20,20,20,20,20,0.000%,50.00000,73.63,26.07
"${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1220.PROD&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=182574&ck=0&s=19839d4e26cb47bf&ref=https://www.netshoes.com.br/recommendations-1,537",1,186,186,186,186,186,186,186,0.000%,5.37634,2.14,3.60
"${ Servidor } : /vue-components/6.19.1/netshoesbr/images/e73f0829375ad1730ec8fa20ed8bd0e9.svg-1,567",1,29,29,29,29,29,29,29,0.000%,34.48276,207.30,17.98
"${ Servidor } : /g/collect?v=2&tid=G-BWE3Z3GKD7&gtm=2oe120&_p=482668650&cid=527073485.1672956114&ul=pt-br&sr=1680x1050&_s=1&sid=1672956121&sct=1&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fv2%2Fauth%2Flogin&dr=https%3A%2F%2Fwww.netshoes.com.br%2F&dt=Login&en=microconversao_login&_c=1-1,578",1,69,69,69,69,69,69,69,0.000%,14.49275,7.78,10.91
"${ Servidor } : /box/GetInitialData-1,579",1,207,207,207,207,207,207,207,0.000%,4.83092,8.44,3.10
"${ Servidor } : /__utm.gif-1,580",1,60,60,60,60,60,60,60,0.000%,16.66667,9.80,14.44
"${ Servidor } : /gtm/js-1,581",1,127,127,127,127,127,127,127,0.000%,7.87402,436.28,3.72
"${ Servidor } : /tags/v2?type=json-1,582",1,443,443,443,443,443,443,443,0.000%,2.25734,1.77,1.63
"${ Servidor } : /action/0-1,584",1,137,137,137,137,137,137,137,0.000%,7.29927,3.93,5.62
"${ Servidor } : /p/fp1.png-1,586",1,149,149,149,149,149,149,149,0.000%,6.71141,3.38,4.40
"${ Servidor } : /track/pageView-1,587",1,318,318,318,318,318,318,318,0.000%,3.14465,1.71,2.29
"${ Servidor } : /recommendationByPage-1,589",1,144,144,144,144,144,144,144,0.000%,6.94444,2.44,3.74
